fold,model,probability calibration,threshold source,calibration runtime seconds,ROC AUC,PR AUC,Precision,Recall,F1,Brier,Log loss,Mean predicted probability,Observed event prevalence,Calibration gap,Absolute calibration gap,Threshold,Predicted event rate,Observed event rate,base model,validation PR AUC,selection runtime seconds,refit runtime seconds,parameter count,calibration observations,calibration event prevalence
2,Logistic oriented,uncalibrated,selection validation,0.0,0.5274500907441017,0.09045217237741313,0.07569721115537849,1.0,0.14074074074074075,0.4230993315090548,1.1456214826218394,0.6285669636972292,0.07569721115537849,0.5528697525418507,0.5528697525418507,0.004454048547724562,1.0,0.07569721115537849,Logistic oriented,0.03369540714508544,0.01080639999986488,0.008712500000001455,11.0,500,0.03
2,Logistic oriented [isotonic],isotonic,calibration,0.01095589999999902,0.5043103448275862,0.07630522088353414,0.07630522088353414,1.0,0.1417910447761194,0.07318282425852148,0.284200546496541,0.13280212483399734,0.07569721115537849,0.05710491367861885,0.05710491367861885,0.1333333333333333,0.9920318725099602,0.07569721115537849,Logistic oriented,0.03369540714508544,0.01080639999986488,0.008712500000001455,11.0,500,0.03
2,Logistic oriented [sigmoid],sigmoid,calibration,0.01313279999999395,0.5274500907441017,0.09045217237741313,0.07630522088353414,1.0,0.1417910447761194,0.15031964458159378,0.46850200052389224,0.3176763933413277,0.07569721115537849,0.24197918218594922,0.24197918218594922,0.05668790698590513,0.9920318725099602,0.07569721115537849,Logistic oriented,0.03369540714508544,0.01080639999986488,0.008712500000001455,11.0,500,0.03
2,Penalized logistic,uncalibrated,selection validation,0.0,0.6719600725952812,0.11245542181081207,0.08333333333333333,0.9473684210526315,0.15319148936170213,0.3572477632083756,0.9268524027516596,0.6064706571182436,0.07569721115537849,0.530773445962865,0.530773445962865,0.4438967093616212,0.8605577689243028,0.07569721115537849,Penalized logistic,0.034230872457696376,0.030705899999929898,0.005249900000080743,11.0,500,0.03
2,Penalized logistic [isotonic],isotonic,calibration,0.008876899999904708,0.6186479128856623,0.09793306604189743,0.0989010989010989,0.9473684210526315,0.1791044776119403,0.06904653004005153,0.25833759906895865,0.06436288026608583,0.07569721115537849,-0.011334330889292657,0.011334330889292657,0.07594936708860758,0.7250996015936255,0.07569721115537849,Penalized logistic,0.034230872457696376,0.030705899999929898,0.005249900000080743,11.0,500,0.03
2,Penalized logistic [sigmoid],sigmoid,calibration,0.010301699999899938,0.6719600725952812,0.11245542181081207,0.0989010989010989,0.9473684210526315,0.1791044776119403,0.06917697618403598,0.2581583337588455,0.06910677651675078,0.07569721115537849,-0.006590434638627712,0.006590434638627712,0.04645336703957136,0.7250996015936255,0.07569721115537849,Penalized logistic,0.034230872457696376,0.030705899999929898,0.005249900000080743,11.0,500,0.03
2,Prior probability,uncalibrated,selection validation,0.0,0.5,0.07569721115537849,0.07569721115537849,1.0,0.14074074074074075,0.07141592031688254,0.28373153511915294,0.03763440860215053,0.07569721115537849,-0.038062802553227956,0.038062802553227956,0.009999999999999998,1.0,0.07569721115537849,Prior probability,0.03753351206434316,0.004671199999847886,0.0027694000000337837,,500,0.03
2,Prior probability [isotonic],isotonic,calibration,0.009499100000084582,0.5,0.07569721115537849,0.07569721115537849,1.0,0.14074074074074075,0.07205537848605577,0.2935901840061038,0.030000000000000006,0.07569721115537849,-0.04569721115537848,0.04569721115537848,0.009999999999999998,1.0,0.07569721115537849,Prior probability,0.03753351206434316,0.004671199999847886,0.0027694000000337837,,500,0.03
2,Prior probability [sigmoid],sigmoid,calibration,0.009319900000036796,0.5,0.07569721115537849,0.07569721115537849,1.0,0.14074074074074075,0.07203467615456258,0.29323577082649377,0.030227080565220284,0.07569721115537849,-0.045470130590158205,0.045470130590158205,0.009999999999999998,1.0,0.07569721115537849,Prior probability,0.03753351206434316,0.004671199999847886,0.0027694000000337837,,500,0.03
3,Choquistic 1-additive,uncalibrated,selection validation,0.0,,,0.0,0.0,0.0,0.216058611917542,0.6241726443118546,0.460267632664734,0.0,0.460267632664734,0.460267632664734,0.6989904039999965,0.0,0.0,Choquistic 1-additive,0.037815467857857735,0.3235649000000649,0.29498880000005556,12.0,498,0.04216867469879518
3,Choquistic 1-additive [isotonic],isotonic,calibration,0.011736100000007355,,,0.0,0.0,0.0,0.0017636444637185715,0.03910365894978554,0.03819218398598926,0.0,0.03819218398598926,0.03819218398598926,0.06451612903225805,0.1,0.0,Choquistic 1-additive,0.037815467857857735,0.3235649000000649,0.29498880000005556,12.0,498,0.04216867469879518
3,Choquistic 1-additive [sigmoid],sigmoid,calibration,0.012337999999999738,,,0.0,0.0,0.0,0.0016562301931539079,0.04138946849136441,0.04053788655812727,0.0,0.04053788655812727,0.04053788655812727,0.04532235475636017,0.1,0.0,Choquistic 1-additive,0.037815467857857735,0.3235649000000649,0.29498880000005556,12.0,498,0.04216867469879518
3,Choquistic 2-additive,uncalibrated,selection validation,0.0,,,0.0,0.0,0.0,0.19777798310824243,0.5868000575377044,0.43989651563971655,0.0,0.43989651563971655,0.43989651563971655,0.8853880828583776,0.0,0.0,Choquistic 2-additive,0.054699458598828646,1.1848938000000544,1.6062692999998944,57.0,498,0.04216867469879518
3,Choquistic 2-additive [isotonic],isotonic,calibration,0.012416399999892747,,,0.0,0.0,0.0,0.001441392848304434,0.03682893114119641,0.036087827001881935,0.0,0.036087827001881935,0.036087827001881935,0.09090909090909091,0.0,0.0,Choquistic 2-additive,0.054699458598828646,1.1848938000000544,1.6062692999998944,57.0,498,0.04216867469879518
3,Choquistic 2-additive [sigmoid],sigmoid,calibration,0.013206200000013268,,,0.0,0.0,0.0,0.0015405818440740802,0.03974425922878955,0.03895268321820649,0.0,0.03895268321820649,0.03895268321820649,0.059809564957979275,0.0,0.0,Choquistic 2-additive,0.054699458598828646,1.1848938000000544,1.6062692999998944,57.0,498,0.04216867469879518
3,Gradient boosting,uncalibrated,selection validation,0.0,,,0.0,0.0,0.0,0.011586208777614284,0.07181419767643495,0.06441152273266051,0.0,0.06441152273266051,0.06441152273266051,0.008416867561584357,0.764,0.0,Gradient boosting,0.05112917913219786,0.6417951000000812,0.09778789999995752,,498,0.04216867469879518
3,Gradient boosting [isotonic],isotonic,calibration,0.017370599999821934,,,0.0,0.0,0.0,0.005116679664629388,0.06470566684048464,0.061963176712254174,0.0,0.061963176712254174,0.061963176712254174,0.08333333333333331,0.344,0.0,Gradient boosting,0.05112917913219786,0.6417951000000812,0.09778789999995752,,498,0.04216867469879518
3,Gradient boosting [sigmoid],sigmoid,calibration,0.02045459999999366,,,0.0,0.0,0.0,0.0038468312233591777,0.05818838783174025,0.0561538756102217,0.0,0.0561538756102217,0.0561538756102217,0.0631610063111133,0.344,0.0,Gradient boosting,0.05112917913219786,0.6417951000000812,0.09778789999995752,,498,0.04216867469879518
