asset,model,feature,training_correlation,absolute_training_correlation,minimum_absolute_correlation,meets_correlation_threshold,subperiod_sign_agreement,sign_stable,stability_required,orientation_supported,orientation_sign,transformation,orientation_training_observations,orientation_source,training_subperiod_1_correlation,training_subperiod_2_correlation,training_subperiod_3_correlation
KO,Choquet 1-additive,value_growth_spread,0.005651912696280587,0.005651912696280587,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1257,training only (frozen before validation refit),0.024742711335408358,0.005507336927236257,-0.005677869163296427
KO,Choquet 1-additive,momentum_spread,0.02100836537882766,0.02100836537882766,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1257,training only (frozen before validation refit),0.018229058670803384,-0.006795600318289592,0.0536633683653816
KO,Choquet 1-additive,quality_spread,-0.005812406229574689,0.005812406229574689,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1257,training only (frozen before validation refit),0.06343388192779116,-0.03026901754865661,-0.07543838523007224
KO,Choquet 1-additive,low_volatility_spread,0.009307782229957668,0.009307782229957668,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1257,training only (frozen before validation refit),0.1266278923850095,-0.0414052334683156,-0.03768954185757993
MSFT,OLS oriented,market_excess_return,-0.7190039289244119,0.7190039289244119,0.2,True,1.0,True,False,True,-1.0,multiplied by -1,1257,training only (frozen before validation refit),-0.6282360556830082,-0.6977659167435946,-0.8231197298453792
MSFT,OLS oriented,sector_excess_return,-0.812606716097309,0.812606716097309,0.2,True,1.0,True,False,True,-1.0,multiplied by -1,1257,training only (frozen before validation refit),-0.7176418360072878,-0.8173708192083786,-0.8897022483619986
MSFT,OLS oriented,size_spread,0.030654644839291572,0.030654644839291572,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1257,training only (frozen before validation refit),0.08094252153257377,-0.07957666337337324,0.09105896771263926
MSFT,OLS oriented,value_growth_spread,0.4351885096559715,0.4351885096559715,0.2,True,1.0,True,False,True,1.0,unchanged (positive training correlation),1257,training only (frozen before validation refit),0.2509619924372273,0.2795016742418282,0.6682704318012885
MSFT,OLS oriented,momentum_spread,-0.25741128756699416,0.25741128756699416,0.2,True,1.0,True,False,True,-1.0,multiplied by -1,1257,training only (frozen before validation refit),-0.07520080835469559,-0.015652383903278482,-0.639187476193407
MSFT,OLS oriented,quality_spread,0.052977343299704195,0.052977343299704195,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1257,training only (frozen before validation refit),-0.14961005334411354,0.14261948133937835,0.21198474551355012
MSFT,OLS oriented,low_volatility_spread,0.47628687516835616,0.47628687516835616,0.2,True,1.0,True,False,True,1.0,unchanged (positive training correlation),1257,training only (frozen before validation refit),0.4018303140571438,0.41098830663371866,0.6107797865868866
MSFT,Monotone linear,market_excess_return,-0.7190039289244119,0.7190039289244119,0.2,True,1.0,True,False,True,-1.0,multiplied by -1,1257,training only (frozen before validation refit),-0.6282360556830082,-0.6977659167435946,-0.8231197298453792
MSFT,Monotone linear,sector_excess_return,-0.812606716097309,0.812606716097309,0.2,True,1.0,True,False,True,-1.0,multiplied by -1,1257,training only (frozen before validation refit),-0.7176418360072878,-0.8173708192083786,-0.8897022483619986
MSFT,Monotone linear,size_spread,0.030654644839291572,0.030654644839291572,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1257,training only (frozen before validation refit),0.08094252153257377,-0.07957666337337324,0.09105896771263926
MSFT,Monotone linear,value_growth_spread,0.4351885096559715,0.4351885096559715,0.2,True,1.0,True,False,True,1.0,unchanged (positive training correlation),1257,training only (frozen before validation refit),0.2509619924372273,0.2795016742418282,0.6682704318012885
MSFT,Monotone linear,momentum_spread,-0.25741128756699416,0.25741128756699416,0.2,True,1.0,True,False,True,-1.0,multiplied by -1,1257,training only (frozen before validation refit),-0.07520080835469559,-0.015652383903278482,-0.639187476193407
MSFT,Monotone linear,quality_spread,0.052977343299704195,0.052977343299704195,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1257,training only (frozen before validation refit),-0.14961005334411354,0.14261948133937835,0.21198474551355012
MSFT,Monotone linear,low_volatility_spread,0.47628687516835616,0.47628687516835616,0.2,True,1.0,True,False,True,1.0,unchanged (positive training correlation),1257,training only (frozen before validation refit),0.4018303140571438,0.41098830663371866,0.6107797865868866
MSFT,Choquet 1-additive,market_excess_return,-0.7190039289244119,0.7190039289244119,0.2,True,1.0,True,False,True,-1.0,multiplied by -1,1257,training only (frozen before validation refit),-0.6282360556830082,-0.6977659167435946,-0.8231197298453792
MSFT,Choquet 1-additive,sector_excess_return,-0.812606716097309,0.812606716097309,0.2,True,1.0,True,False,True,-1.0,multiplied by -1,1257,training only (frozen before validation refit),-0.7176418360072878,-0.8173708192083786,-0.8897022483619986
MSFT,Choquet 1-additive,size_spread,0.030654644839291572,0.030654644839291572,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1257,training only (frozen before validation refit),0.08094252153257377,-0.07957666337337324,0.09105896771263926
MSFT,Choquet 1-additive,value_growth_spread,0.4351885096559715,0.4351885096559715,0.2,True,1.0,True,False,True,1.0,unchanged (positive training correlation),1257,training only (frozen before validation refit),0.2509619924372273,0.2795016742418282,0.6682704318012885
MSFT,Choquet 1-additive,momentum_spread,-0.25741128756699416,0.25741128756699416,0.2,True,1.0,True,False,True,-1.0,multiplied by -1,1257,training only (frozen before validation refit),-0.07520080835469559,-0.015652383903278482,-0.639187476193407
MSFT,Choquet 1-additive,quality_spread,0.052977343299704195,0.052977343299704195,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1257,training only (frozen before validation refit),-0.14961005334411354,0.14261948133937835,0.21198474551355012
MSFT,Choquet 1-additive,low_volatility_spread,0.47628687516835616,0.47628687516835616,0.2,True,1.0,True,False,True,1.0,unchanged (positive training correlation),1257,training only (frozen before validation refit),0.4018303140571438,0.41098830663371866,0.6107797865868866
NVDA,OLS oriented,market_excess_return,-0.5011140482317168,0.5011140482317168,0.2,True,1.0,True,False,True,-1.0,multiplied by -1,1257,training only (frozen before validation refit),-0.5452533792245783,-0.38097931974215266,-0.5945530428801071
NVDA,OLS oriented,sector_excess_return,-0.5907621113542049,0.5907621113542049,0.2,True,1.0,True,False,True,-1.0,multiplied by -1,1257,training only (frozen before validation refit),-0.583049120844539,-0.4681577013066998,-0.6877471345581825
NVDA,OLS oriented,size_spread,-0.1380766483718945,0.1380766483718945,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),1257,training only (frozen before validation refit),-0.1288141761751243,-0.2515908574394717,-0.039375958295129763
NVDA,OLS oriented,value_growth_spread,0.36360863733106547,0.36360863733106547,0.2,True,1.0,True,False,True,1.0,unchanged (positive training correlation),1257,training only (frozen before validation refit),0.2707291010583414,0.15658093131957876,0.5407969838735535
NVDA,OLS oriented,momentum_spread,-0.3167272134779004,0.3167272134779004,0.2,True,1.0,True,False,True,-1.0,multiplied by -1,1257,training only (frozen before validation refit),-0.18911468445194055,-0.058406730612698896,-0.6296085059711635
NVDA,OLS oriented,quality_spread,0.05430972400138851,0.05430972400138851,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1257,training only (frozen before validation refit),-0.0007310133383814662,0.13103831087971557,0.03686518369485296
NVDA,OLS oriented,low_volatility_spread,0.40426587794976876,0.40426587794976876,0.2,True,1.0,True,False,True,1.0,unchanged (positive training correlation),1257,training only (frozen before validation refit),0.4198901773738748,0.25404468527281476,0.5427487780399558
NVDA,Monotone linear,market_excess_return,-0.5011140482317168,0.5011140482317168,0.2,True,1.0,True,False,True,-1.0,multiplied by -1,1257,training only (frozen before validation refit),-0.5452533792245783,-0.38097931974215266,-0.5945530428801071
