asset,fold,model,evaluation_structure,OOS start,OOS end,best parameters,fitted q
WMT,6,Choquet 2-additive scaled-q L1,rolling_5y,2026-01-01,2027-01-01,"{'regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.10270578446150286
WMT,6,Elastic net,rolling_5y,2026-01-01,2027-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.25}",
WMT,6,Lasso,rolling_5y,2026-01-01,2027-01-01,{'regressor__alpha': 0.0001},
WMT,6,Monotone linear,rolling_5y,2026-01-01,2027-01-01,{},
WMT,6,OLS,rolling_5y,2026-01-01,2027-01-01,{},
WMT,6,OLS oriented,rolling_5y,2026-01-01,2027-01-01,{},
WMT,6,Ridge,rolling_5y,2026-01-01,2027-01-01,{'regressor__alpha': 10.0},
XOM,0,Choquet 1-additive,rolling_5y,2020-01-01,2021-01-01,{},
XOM,0,Choquet 1-additive scaled-q,rolling_5y,2020-01-01,2021-01-01,{},0.151848288456996
XOM,0,Choquet 2-additive,rolling_5y,2020-01-01,2021-01-01,{},
XOM,0,Choquet 2-additive L1,rolling_5y,2020-01-01,2021-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
XOM,0,Choquet 2-additive scaled-q,rolling_5y,2020-01-01,2021-01-01,{},0.15184828845699608
XOM,0,Choquet 2-additive scaled-q L1,rolling_5y,2020-01-01,2021-01-01,"{'regressor__penalty': L1Penalty(weight=0.01, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.1518482884569928
XOM,0,Elastic net,rolling_5y,2020-01-01,2021-01-01,"{'regressor__alpha': 0.0001, 'regressor__l1_ratio': 0.75}",
XOM,0,Lasso,rolling_5y,2020-01-01,2021-01-01,{'regressor__alpha': 0.0001},
XOM,0,Monotone linear,rolling_5y,2020-01-01,2021-01-01,{},
XOM,0,OLS,rolling_5y,2020-01-01,2021-01-01,{},
XOM,0,OLS oriented,rolling_5y,2020-01-01,2021-01-01,{},
XOM,0,Ridge,rolling_5y,2020-01-01,2021-01-01,{'regressor__alpha': 0.01},
XOM,1,Choquet 1-additive,rolling_5y,2021-01-01,2022-01-01,{},
XOM,1,Choquet 1-additive scaled-q,rolling_5y,2021-01-01,2022-01-01,{},0.22802593882665814
XOM,1,Choquet 2-additive,rolling_5y,2021-01-01,2022-01-01,{},
XOM,1,Choquet 2-additive L1,rolling_5y,2021-01-01,2022-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
XOM,1,Choquet 2-additive scaled-q,rolling_5y,2021-01-01,2022-01-01,{},0.22950664508896568
XOM,1,Choquet 2-additive scaled-q L1,rolling_5y,2021-01-01,2022-01-01,"{'regressor__penalty': L1Penalty(weight=0.01, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.22802593882665464
XOM,1,Elastic net,rolling_5y,2021-01-01,2022-01-01,"{'regressor__alpha': 0.0001, 'regressor__l1_ratio': 0.25}",
XOM,1,Lasso,rolling_5y,2021-01-01,2022-01-01,{'regressor__alpha': 1e-05},
XOM,1,Monotone linear,rolling_5y,2021-01-01,2022-01-01,{},
XOM,1,OLS,rolling_5y,2021-01-01,2022-01-01,{},
XOM,1,OLS oriented,rolling_5y,2021-01-01,2022-01-01,{},
XOM,1,Ridge,rolling_5y,2021-01-01,2022-01-01,{'regressor__alpha': 0.01},
XOM,2,Choquet 1-additive,rolling_5y,2022-01-01,2023-01-01,{},
XOM,2,Choquet 1-additive scaled-q,rolling_5y,2022-01-01,2023-01-01,{},0.31039280580341644
XOM,2,Choquet 2-additive,rolling_5y,2022-01-01,2023-01-01,{},
XOM,2,Choquet 2-additive L1,rolling_5y,2022-01-01,2023-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
XOM,2,Choquet 2-additive scaled-q,rolling_5y,2022-01-01,2023-01-01,{},0.31039280580341644
XOM,2,Choquet 2-additive scaled-q L1,rolling_5y,2022-01-01,2023-01-01,"{'regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.31039280580340756
XOM,2,Elastic net,rolling_5y,2022-01-01,2023-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.75}",
XOM,2,Lasso,rolling_5y,2022-01-01,2023-01-01,{'regressor__alpha': 0.001},
XOM,2,Monotone linear,rolling_5y,2022-01-01,2023-01-01,{},
XOM,2,OLS,rolling_5y,2022-01-01,2023-01-01,{},
XOM,2,OLS oriented,rolling_5y,2022-01-01,2023-01-01,{},
XOM,2,Ridge,rolling_5y,2022-01-01,2023-01-01,{'regressor__alpha': 0.01},
XOM,3,Choquet 1-additive,rolling_5y,2023-01-01,2024-01-01,{},
XOM,3,Choquet 1-additive scaled-q,rolling_5y,2023-01-01,2024-01-01,{},0.33210671722574914
XOM,3,Choquet 2-additive,rolling_5y,2023-01-01,2024-01-01,{},
XOM,3,Choquet 2-additive L1,rolling_5y,2023-01-01,2024-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
XOM,3,Choquet 2-additive scaled-q,rolling_5y,2023-01-01,2024-01-01,{},0.33770010128040623
XOM,3,Choquet 2-additive scaled-q L1,rolling_5y,2023-01-01,2024-01-01,"{'regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.3377600806772567
XOM,3,Elastic net,rolling_5y,2023-01-01,2024-01-01,"{'regressor__alpha': 0.0001, 'regressor__l1_ratio': 0.75}",
XOM,3,Lasso,rolling_5y,2023-01-01,2024-01-01,{'regressor__alpha': 0.0001},
XOM,3,Monotone linear,rolling_5y,2023-01-01,2024-01-01,{},
XOM,3,OLS,rolling_5y,2023-01-01,2024-01-01,{},
XOM,3,OLS oriented,rolling_5y,2023-01-01,2024-01-01,{},
XOM,3,Ridge,rolling_5y,2023-01-01,2024-01-01,{'regressor__alpha': 0.01},
XOM,4,Choquet 1-additive,rolling_5y,2024-01-01,2025-01-01,{},
XOM,4,Choquet 1-additive scaled-q,rolling_5y,2024-01-01,2025-01-01,{},0.3067380486928902
XOM,4,Choquet 2-additive,rolling_5y,2024-01-01,2025-01-01,{},
XOM,4,Choquet 2-additive L1,rolling_5y,2024-01-01,2025-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
XOM,4,Choquet 2-additive scaled-q,rolling_5y,2024-01-01,2025-01-01,{},0.38006062100219956
XOM,4,Choquet 2-additive scaled-q L1,rolling_5y,2024-01-01,2025-01-01,"{'regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.33854372696001356
XOM,4,Elastic net,rolling_5y,2024-01-01,2025-01-01,"{'regressor__alpha': 1e-05, 'regressor__l1_ratio': 0.5}",
XOM,4,Lasso,rolling_5y,2024-01-01,2025-01-01,{'regressor__alpha': 1e-05},
XOM,4,Monotone linear,rolling_5y,2024-01-01,2025-01-01,{},
XOM,4,OLS,rolling_5y,2024-01-01,2025-01-01,{},
XOM,4,OLS oriented,rolling_5y,2024-01-01,2025-01-01,{},
XOM,4,Ridge,rolling_5y,2024-01-01,2025-01-01,{'regressor__alpha': 0.01},
XOM,5,Choquet 1-additive,rolling_5y,2025-01-01,2026-01-01,{},
XOM,5,Choquet 1-additive scaled-q,rolling_5y,2025-01-01,2026-01-01,{},0.31247314567560913
XOM,5,Choquet 2-additive,rolling_5y,2025-01-01,2026-01-01,{},
XOM,5,Choquet 2-additive L1,rolling_5y,2025-01-01,2026-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
XOM,5,Choquet 2-additive scaled-q,rolling_5y,2025-01-01,2026-01-01,{},0.3190749085385989
XOM,5,Choquet 2-additive scaled-q L1,rolling_5y,2025-01-01,2026-01-01,"{'regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.31917423329522715
XOM,5,Elastic net,rolling_5y,2025-01-01,2026-01-01,"{'regressor__alpha': 1e-05, 'regressor__l1_ratio': 0.25}",
XOM,5,Lasso,rolling_5y,2025-01-01,2026-01-01,{'regressor__alpha': 1e-05},
XOM,5,Monotone linear,rolling_5y,2025-01-01,2026-01-01,{},
XOM,5,OLS,rolling_5y,2025-01-01,2026-01-01,{},
XOM,5,OLS oriented,rolling_5y,2025-01-01,2026-01-01,{},
XOM,5,Ridge,rolling_5y,2025-01-01,2026-01-01,{'regressor__alpha': 0.01},
XOM,6,Choquet 1-additive,rolling_5y,2026-01-01,2027-01-01,{},
XOM,6,Choquet 1-additive scaled-q,rolling_5y,2026-01-01,2027-01-01,{},0.20456588845675522
XOM,6,Choquet 2-additive,rolling_5y,2026-01-01,2027-01-01,{},
XOM,6,Choquet 2-additive L1,rolling_5y,2026-01-01,2027-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
XOM,6,Choquet 2-additive scaled-q,rolling_5y,2026-01-01,2027-01-01,{},0.2240252894740796
XOM,6,Choquet 2-additive scaled-q L1,rolling_5y,2026-01-01,2027-01-01,"{'regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.22487703045707885
XOM,6,Elastic net,rolling_5y,2026-01-01,2027-01-01,"{'regressor__alpha': 0.0001, 'regressor__l1_ratio': 0.25}",
XOM,6,Lasso,rolling_5y,2026-01-01,2027-01-01,{'regressor__alpha': 1e-05},
XOM,6,Monotone linear,rolling_5y,2026-01-01,2027-01-01,{},
XOM,6,OLS,rolling_5y,2026-01-01,2027-01-01,{},
XOM,6,OLS oriented,rolling_5y,2026-01-01,2027-01-01,{},
XOM,6,Ridge,rolling_5y,2026-01-01,2027-01-01,{'regressor__alpha': 10.0},
