fold,model,probability calibration,threshold source,calibration runtime seconds,ROC AUC,PR AUC,Precision,Recall,F1,Brier,Log loss,Mean predicted probability,Observed event prevalence,Calibration gap,Absolute calibration gap,Threshold,Predicted event rate,Observed event rate,base model,class weight,validation PR AUC,selection runtime seconds,refit runtime seconds,parameter count,calibration observations,calibration event prevalence
0,Explicit interactions [unweighted] [sigmoid],sigmoid,calibration,0.012591999999131076,0.39925226288862653,0.071434419110919,0.06666666666666667,0.045454545454545456,0.05405405405405406,0.07998008176577702,0.29891969254807854,0.09120091328217941,0.08695652173913043,0.004244391543048981,0.004244391543048981,0.10177608174300802,0.05928853754940711,0.08695652173913043,Explicit interactions,unweighted,0.013290422515410185,0.026122499999473803,0.01050020000184304,56.0,493,0.09330628803245436
0,Gradient boosting [balanced],uncalibrated,selection validation,0.0,0.5853010625737899,0.10104637191049538,0.0,0.0,0.0,0.08694975698821099,0.875885035007825,0.0003486916832504583,0.08695652173913043,-0.08660783005587998,0.08660783005587998,0.0013370697217201786,0.039525691699604744,0.08695652173913043,Gradient boosting,balanced,0.10097118380062305,0.666101399998297,0.10539970000172616,,493,0.09330628803245436
0,Gradient boosting [balanced] [sigmoid],sigmoid,calibration,0.020012400000268826,0.5853010625737899,0.10104637191049538,0.0,0.0,0.0,0.0804679910160602,0.30079158567293546,0.06997602136573843,0.08695652173913043,-0.016980500373392007,0.016980500373392007,0.11662713462343317,0.023715415019762844,0.08695652173913043,Gradient boosting,balanced,0.10097118380062305,0.666101399998297,0.10539970000172616,,493,0.09330628803245436
0,Gradient boosting [unweighted],uncalibrated,selection validation,0.0,0.4400826446280992,0.07432660693694673,0.0,0.0,0.0,0.08695591266026118,1.0990701872999067,6.790699342877792e-05,0.08695652173913043,-0.08688861474570166,0.08688861474570166,0.00037410707323507587,0.07114624505928854,0.08695652173913043,Gradient boosting,unweighted,0.06597628654451695,0.7354699999996228,0.15152559999842197,,493,0.09330628803245436
0,Gradient boosting [unweighted] [sigmoid],sigmoid,calibration,0.021372100000007777,0.4400826446280992,0.07432660693694673,0.0,0.0,0.0,0.0837449586654262,0.31814114427606677,0.08014453269268085,0.08695652173913043,-0.006811989046449585,0.006811989046449585,0.09779523509913321,0.18181818181818182,0.08695652173913043,Gradient boosting,unweighted,0.06597628654451695,0.7354699999996228,0.15152559999842197,,493,0.09330628803245436
0,Logistic [balanced],uncalibrated,selection validation,0.0,0.43545848091302636,0.11665659026393804,0.08695652173913043,1.0,0.16,0.08821021205782335,0.6861638815014978,0.04572697877115457,0.08695652173913043,-0.04122954296797586,0.04122954296797586,3.638402732847168e-11,1.0,0.08695652173913043,Logistic,balanced,0.03637092065774277,0.01530319999801577,0.010119400001713075,11.0,493,0.09330628803245436
0,Logistic [balanced] [sigmoid],sigmoid,calibration,0.011318600001686718,0.43545848091302636,0.11665659026393804,0.0,0.0,0.0,0.0796145809036949,0.2967776096166909,0.09366262312221726,0.08695652173913043,0.006706101383086832,0.006706101383086832,0.09833291908737787,0.015810276679841896,0.08695652173913043,Logistic,balanced,0.03637092065774277,0.01530319999801577,0.010119400001713075,11.0,493,0.09330628803245436
0,Logistic [unweighted],uncalibrated,selection validation,0.0,0.4948839039748131,0.11927248913311143,0.07428571428571429,0.5909090909090909,0.1319796954314721,0.08684553032024887,0.8762189630496391,0.0004829316742978096,0.08695652173913043,-0.08647359006483263,0.08647359006483263,1.5018404678378854e-05,0.691699604743083,0.08695652173913043,Logistic,unweighted,0.04345959974179353,0.027958800001215423,0.008882599999196827,11.0,493,0.09330628803245436
0,Logistic [unweighted] [sigmoid],sigmoid,calibration,0.010341699999116827,0.4948839039748131,0.11927248913311143,0.0,0.0,0.0,0.0795103873692378,0.29620128081850033,0.09286588085480667,0.08695652173913043,0.005909359115676235,0.005909359115676235,0.10493124877652661,0.0,0.08695652173913043,Logistic,unweighted,0.04345959974179353,0.027958800001215423,0.008882599999196827,11.0,493,0.09330628803245436
0,Logistic oriented [balanced],uncalibrated,selection validation,0.0,0.43545848091302636,0.11665659026393804,0.08695652173913043,1.0,0.16,0.08821021205782335,0.6861638815014978,0.04572697877115457,0.08695652173913043,-0.04122954296797586,0.04122954296797586,3.638402732847168e-11,1.0,0.08695652173913043,Logistic oriented,balanced,0.03637092065774277,0.017670600002020365,0.008816000001388602,11.0,493,0.09330628803245436
0,Logistic oriented [balanced] [sigmoid],sigmoid,calibration,0.012195399998745415,0.43545848091302636,0.11665659026393804,0.0,0.0,0.0,0.0796145809036949,0.2967776096166909,0.09366262312221726,0.08695652173913043,0.006706101383086832,0.006706101383086832,0.09833291908737787,0.015810276679841896,0.08695652173913043,Logistic oriented,balanced,0.03637092065774277,0.017670600002020365,0.008816000001388602,11.0,493,0.09330628803245436
0,Logistic oriented [unweighted],uncalibrated,selection validation,0.0,0.4948839039748131,0.11927248913311143,0.07428571428571429,0.5909090909090909,0.1319796954314721,0.08684553032024887,0.8762189630496391,0.0004829316742978096,0.08695652173913043,-0.08647359006483263,0.08647359006483263,1.5018404678378854e-05,0.691699604743083,0.08695652173913043,Logistic oriented,unweighted,0.04345959974179353,0.013129100003425265,0.008239099999627797,11.0,493,0.09330628803245436
0,Logistic oriented [unweighted] [sigmoid],sigmoid,calibration,0.01597359999868786,0.4948839039748131,0.11927248913311143,0.0,0.0,0.0,0.0795103873692378,0.29620128081850033,0.09286588085480667,0.08695652173913043,0.005909359115676235,0.005909359115676235,0.10493124877652661,0.0,0.08695652173913043,Logistic oriented,unweighted,0.04345959974179353,0.013129100003425265,0.008239099999627797,11.0,493,0.09330628803245436
0,MLP,uncalibrated,selection validation,0.0,0.4917355371900826,0.32473254872669655,0.11594202898550725,0.36363636363636365,0.17582417582417584,0.13483550555779739,0.4552200422828321,0.25133410868773143,0.08695652173913043,0.164377586948601,0.164377586948601,0.4068069894441195,0.2727272727272727,0.08695652173913043,MLP,not applicable,0.028727785398692973,0.14040509999904316,0.023547000000689877,,493,0.09330628803245436
0,MLP [sigmoid],sigmoid,calibration,0.011270500002865447,0.4917355371900826,0.32473254872669655,0.06293706293706294,0.4090909090909091,0.10909090909090909,0.07944123692685845,0.29573815088055744,0.09266075188717832,0.08695652173913043,0.005704230148047884,0.005704230148047884,0.09179789268927747,0.5652173913043478,0.08695652173913043,MLP,not applicable,0.028727785398692973,0.14040509999904316,0.023547000000689877,,493,0.09330628803245436
