model,base model,class weight,probability calibration,threshold source,ROC AUC,PR AUC,Precision,Recall,F1,Brier,Log loss,Mean predicted probability,Observed event prevalence,Calibration gap,Absolute calibration gap,Threshold,Predicted event rate,Observed event rate,validation PR AUC,selection runtime seconds,refit runtime seconds,calibration runtime seconds,parameter count,calibration observations,calibration event prevalence,OOS folds,evaluation_structure
Random forest [balanced],Random forest,balanced,uncalibrated,selection validation,0.5160655929038283,0.08258564454434447,0.06284805091487669,0.7053571428571429,0.1154127100073046,0.12721269744659222,0.4414083184369593,0.26354395597392466,0.0682095006090134,0.19533445536491126,0.19533445536491126,0.1159110201292918,0.7655298416565165,0.0682095006090134,0.07858286859319341,15.610306700051297,2.5335688000777736,0.0,,3451,0.06725324633312303,7,rolling_5y
Choquistic model aggregator [balanced],Choquistic model aggregator,balanced,uncalibrated,selection validation,0.5293767507002801,0.08186786058502453,0.05817782656421515,0.4732142857142857,0.10361681329423265,0.2580865472224393,0.7210880444205768,0.46956025261664947,0.0682095006090134,0.40135075200763604,0.40135075200763604,0.44183009589980216,0.5548112058465287,0.0682095006090134,0.13465753967333957,0.6577795999473892,0.0,0.0,45.0,3451,0.06725324633312303,7,rolling_5y
MLP [unweighted],MLP,unweighted,uncalibrated,selection validation,0.556640989729225,0.08131220386811228,0.09420289855072464,0.3482142857142857,0.1482889733840304,0.12459870197989702,0.41034567915795195,0.2625925457753851,0.0682095006090134,0.1943830451663717,0.1943830451663717,0.44433921948521954,0.25213154689403167,0.0682095006090134,0.1482665895136946,14.059373600059189,0.47374199994374067,0.0,,3451,0.06725324633312303,7,rolling_5y
Choquistic 1-additive [unweighted],Choquistic 1-additive,unweighted,uncalibrated,selection validation,0.519829598506069,0.07835829015006593,0.0714879467996675,0.7678571428571429,0.13079847908745248,0.06582805979598903,0.2688251333425799,0.06961289252953633,0.0682095006090134,0.0014033919205229256,0.0014033919205229256,0.06340402302474772,0.7326431181485993,0.0682095006090134,0.09722675677636365,2.3244773000478745,1.9979333000374027,0.0,12.0,3451,0.06725324633312303,7,rolling_5y
Gradient boosting [balanced],Gradient boosting,balanced,uncalibrated,selection validation,0.46005777310924373,0.07761555225967326,0.0635593220338983,0.5357142857142857,0.11363636363636363,0.1159122984871301,0.5135026237557868,0.14665480389493837,0.0682095006090134,0.07844530328592497,0.07844530328592497,0.22874900125086461,0.5749086479902558,0.0682095006090134,0.12358451293983444,4.092649499943946,0.5765272999997251,0.0,,3451,0.06725324633312303,7,rolling_5y
Penalized logistic [balanced] [sigmoid],Penalized logistic,balanced,sigmoid,calibration,0.5843312324929972,0.07635615409953046,0.10034013605442177,0.5267857142857143,0.16857142857142857,0.06960071515922447,0.26812630078238625,0.0855412113396501,0.0682095006090134,0.017331710730636704,0.017331710730636704,0.08770751698054839,0.35809987819732036,0.0682095006090134,0.09126029094583636,0.19764889997895807,0.038069300004281104,0.07384720008121803,11.0,3451,0.06725324633312303,7,rolling_5y
RBF SVM [unweighted],RBF SVM,unweighted,uncalibrated,selection validation,0.501266339869281,0.07612761527161521,0.06569343065693431,0.8035714285714286,0.1214574898785425,0.16526861413180474,0.5818104914843074,0.2616802290877238,0.0682095006090134,0.1934707284787104,0.1934707284787104,0.08675658050292338,0.8343483556638246,0.0682095006090134,0.1498687980442535,0.42799890000605956,0.14927349996287376,0.0,,3451,0.06725324633312303,7,rolling_5y
MLP [unweighted] [sigmoid],MLP,unweighted,sigmoid,calibration,0.45954131652661057,0.07585620847458166,0.07073170731707316,0.25892857142857145,0.1111111111111111,0.06521158212461203,0.26331605656055823,0.0765514383025253,0.0682095006090134,0.008341937693511894,0.008341937693511894,0.11199570034981285,0.2496954933008526,0.0682095006090134,0.1482665895136946,14.059373600059189,0.47374199994374067,0.07572969992179424,,3451,0.06725324633312303,7,rolling_5y
Penalized logistic [unweighted] [sigmoid],Penalized logistic,unweighted,sigmoid,calibration,0.5718487394957983,0.07425210427315806,0.09076175040518639,0.5,0.15363511659807957,0.06722047778852636,0.2643485427008396,0.07659156034673069,0.0682095006090134,0.008382059737717287,0.008382059737717287,0.07431866341794043,0.37576126674786847,0.0682095006090134,0.10137386081171104,0.17850990005536005,0.03467410005396232,0.0721176999504678,11.0,3451,0.06725324633312303,7,rolling_5y
Rolling prior probability [sigmoid],Rolling prior probability,not applicable,sigmoid,calibration,0.4919934640522876,0.07331931699134797,0.0682095006090134,1.0,0.12770809578107184,0.0644917881220995,0.256327905144875,0.06756678969862426,0.0682095006090134,-0.0006427109103891437,0.0006427109103891437,0.009999999999999997,1.0,0.0682095006090134,0.06321505168372925,0.02807949995622039,0.013759500056039542,0.06624659994849935,,3451,0.06725324633312303,7,rolling_5y
Choquistic 1-additive [balanced] [sigmoid],Choquistic 1-additive,balanced,sigmoid,calibration,0.5670985060690943,0.0731171786772759,0.09686609686609686,0.6071428571428571,0.16707616707616707,0.0655787449308055,0.25540678189205357,0.0756870190460664,0.0682095006090134,0.0074775184370529935,0.0074775184370529935,0.07863561399149115,0.42752740560292324,0.0682095006090134,0.1133948615018063,2.1301680000615306,1.997000899980776,0.08771389996400103,12.0,3451,0.06725324633312303,7,rolling_5y
Explicit interactions [balanced] [sigmoid],Explicit interactions,balanced,sigmoid,calibration,0.4991013071895425,0.07202182786082507,0.09262759924385633,0.4375,0.15288611544461778,0.06479708024915692,0.25798474758766643,0.06618654374924764,0.0682095006090134,-0.002022956859765765,0.002022956859765765,0.07365751845370454,0.3221680876979294,0.0682095006090134,0.0754110924855971,0.22374150005634874,0.08452669985126704,0.08077569986926392,56.0,3451,0.06725324633312303,7,rolling_5y
Gradient boosting [unweighted],Gradient boosting,unweighted,uncalibrated,selection validation,0.45792775443510736,0.07020813863544281,0.060430463576158944,0.6517857142857143,0.11060606060606061,0.0797239961542837,0.46042261346623786,0.0780369570661895,0.0682095006090134,0.0098274564571761,0.0098274564571761,0.06469084828448772,0.7356881851400731,0.0682095006090134,0.09955143236197327,4.10377910011448,0.6089005999965593,0.0,,3451,0.06725324633312303,7,rolling_5y
Choquistic 2-additive [balanced] [sigmoid],Choquistic 2-additive,balanced,sigmoid,calibration,0.5232901493930906,0.06899972324727814,0.058287795992714025,0.2857142857142857,0.09682299546142209,0.06455597676501351,0.2544793896785488,0.06586086228960518,0.0682095006090134,-0.002348638319408222,0.002348638319408222,0.0717575952331422,0.3343483556638246,0.0682095006090134,0.07815080380728627,7.8015546999522485,8.80145079997601,0.09543269989080727,57.0,3451,0.06725324633312303,7,rolling_5y
Fuzzy Choquet neural network [unweighted] [sigmoid],Fuzzy Choquet neural network,unweighted,sigmoid,calibration,0.5288807189542484,0.06874562166359535,0.0945945945945946,0.1875,0.12574850299401197,0.06415246928579409,0.252453729235737,0.06314558042992935,0.0682095006090134,-0.005063920179084053,0.005063920179084053,0.07323204777206739,0.13520097442143728,0.0682095006090134,0.0951380842889715,38.43277079996187,10.453172800014727,0.11923239997122437,154.0,3451,0.06725324633312303,7,rolling_5y
Fuzzy Choquet neural network [balanced] [sigmoid],Fuzzy Choquet neural network,balanced,sigmoid,calibration,0.508140756302521,0.06849327943667455,0.058287795992714025,0.2857142857142857,0.09682299546142209,0.06449208580062524,0.2547483062819432,0.06595525844745372,0.0682095006090134,-0.002254242161559686,0.002254242161559686,0.07092060540457135,0.3343483556638246,0.0682095006090134,0.09553225704589687,34.58099840005161,9.464330599992536,0.11261370003921911,154.0,3451,0.06725324633312303,7,rolling_5y
Choquistic 2-additive [unweighted] [sigmoid],Choquistic 2-additive,unweighted,sigmoid,calibration,0.5372432306255835,0.06839607597737368,0.0945945945945946,0.1875,0.12574850299401197,0.06418528805083291,0.2521407152250102,0.06304617812135388,0.0682095006090134,-0.005163322487659522,0.005163322487659522,0.07347352008007435,0.13520097442143728,0.0682095006090134,0.07509764221627657,8.84977750008693,9.794170499953907,0.09908010007347912,57.0,3451,0.06725324633312303,7,rolling_5y
Choquistic model aggregator [unweighted],Choquistic model aggregator,unweighted,uncalibrated,selection validation,0.5042600373482726,0.0671231009052694,0.068714632174616,0.7589285714285714,0.12601927353595255,0.2995194940498618,0.9605331081869327,0.35562019055208793,0.0682095006090134,0.2874106899430745,0.2874106899430745,0.08044898965499195,0.7533495736906212,0.0682095006090134,0.14032982513399905,1.2141065000905655,0.0,0.0,45.0,3451,0.06725324633312303,7,rolling_5y
Gradient boosting [balanced] [sigmoid],Gradient boosting,balanced,sigmoid,calibration,0.5225344304388422,0.06656642920991157,0.09136212624584718,0.49107142857142855,0.15406162464985995,0.0688523770003714,0.2681805146158315,0.07375199678557542,0.0682095006090134,0.005542496176562023,0.005542496176562023,0.08343057390171399,0.36662606577344703,0.0682095006090134,0.12358451293983444,4.092649499943946,0.5765272999997251,0.12356279994128272,,3451,0.06725324633312303,7,rolling_5y
Penalized logistic [balanced],Penalized logistic,balanced,uncalibrated,selection validation,0.4946837068160598,0.0661921380597803,0.06139677666922486,0.7142857142857143,0.11307420494699646,0.4747143057837578,2.4083885129781626,0.6289063534934329,0.0682095006090134,0.5606968528844195,0.5606968528844195,0.23851211020902904,0.7935444579780755,0.0682095006090134,0.09126029094583636,0.19764889997895807,0.038069300004281104,0.0,11.0,3451,0.06725324633312303,7,rolling_5y
Choquistic model aggregator [unweighted] [sigmoid],Choquistic model aggregator,unweighted,sigmoid,calibration,0.3532387955182073,0.06616516509285637,0.044722719141323794,0.22321428571428573,0.07451564828614009,0.0666958869894178,0.27905992517868816,0.0749696991180756,0.0682095006090134,0.006760198509062204,0.006760198509062204,0.07357908039062099,0.3404384896467722,0.0682095006090134,0.14032982513399905,1.2141065000905655,0.0,0.07551679981406778,45.0,3451,0.06725324633312303,7,rolling_5y
Penalized logistic [unweighted],Penalized logistic,unweighted,uncalibrated,selection validation,0.479014939309057,0.0637642925460232,0.06198347107438017,0.6696428571428571,0.11346444780635401,0.3433415332340556,1.9136689237123128,0.3743223732368784,0.0682095006090134,0.306112872627865,0.306112872627865,0.05055672774336902,0.7369062119366626,0.0682095006090134,0.10137386081171104,0.17850990005536005,0.03467410005396232,0.0,11.0,3451,0.06725324633312303,7,rolling_5y
Choquistic 1-additive [unweighted] [sigmoid],Choquistic 1-additive,unweighted,sigmoid,calibration,0.5089577497665733,0.06353140448205355,0.09735744089012517,0.625,0.1684717208182912,0.06555111983197578,0.25701425139959555,0.07473873484512233,0.0682095006090134,0.006529234236108933,0.006529234236108933,0.08076985263847672,0.43788063337393424,0.0682095006090134,0.09722675677636365,2.3244773000478745,1.9979333000374027,0.09116639994317666,12.0,3451,0.06725324633312303,7,rolling_5y
Explicit interactions [unweighted] [sigmoid],Explicit interactions,unweighted,sigmoid,calibration,0.4830940709617181,0.06007220466994567,0.09117221418234443,0.5625,0.1569115815691158,0.07037655506539561,0.27744487094160164,0.08491214928415644,0.0682095006090134,0.01670264867514304,0.01670264867514304,0.06649738823965323,0.42082825822168085,0.0682095006090134,0.08102166789483202,0.19486390007659793,0.0605084000271745,0.08310779999010265,56.0,3451,0.06725324633312303,7,rolling_5y
Rolling prior probability,Rolling prior probability,not applicable,uncalibrated,selection validation,0.40164565826330534,0.05929069548218268,0.0682095006090134,1.0,0.12770809578107184,0.06459237650647295,0.25771663671201284,0.06724927184421658,0.0682095006090134,-0.0009602287647968166,0.0009602287647968166,0.009999999999999997,1.0,0.0682095006090134,0.06321505168372925,0.02807949995622039,0.013759500056039542,0.0,,3451,0.06725324633312303,7,rolling_5y
RBF SVM [unweighted] [sigmoid],RBF SVM,unweighted,sigmoid,calibration,0.4214460784313725,0.05880985024791603,0.059907834101382486,0.23214285714285715,0.09523809523809523,0.06598165549570072,0.2687213707810068,0.07516294472311161,0.0682095006090134,0.006953444114098206,0.006953444114098206,0.09614491991668271,0.26431181485992694,0.0682095006090134,0.1498687980442535,0.42799890000605956,0.14927349996287376,0.10161389998393133,,3451,0.06725324633312303,7,rolling_5y
Logistic oriented [unweighted],Logistic oriented,unweighted,uncalibrated,selection validation,0.4562091503267974,0.05863710761180961,0.06537216828478964,0.9017857142857143,0.12190706095353047,0.3780774132592504,2.9961078525692098,0.4318883477203441,0.0682095006090134,0.3636788471113307,0.3636788471113307,0.030392054040687302,0.940925700365408,0.0682095006090134,0.0872961545360879,0.07052699994528666,0.04701570002362132,0.0,11.0,3451,0.06725324633312303,7,rolling_5y
Logistic [unweighted],Logistic,unweighted,uncalibrated,selection validation,0.4562091503267974,0.05863710761180961,0.06537216828478964,0.9017857142857143,0.12190706095353047,0.3780774132592504,2.9961078525692098,0.4318883477203441,0.0682095006090134,0.3636788471113307,0.3636788471113307,0.030392054040687302,0.940925700365408,0.0682095006090134,0.0872961545360879,0.06459670013282448,0.040809699916280806,0.0,11.0,3451,0.06725324633312303,7,rolling_5y
Logistic oriented [balanced],Logistic oriented,balanced,uncalibrated,selection validation,0.443890056022409,0.05768178071255593,0.06697612732095491,0.9017857142857143,0.12469135802469136,0.6086195423623375,4.547228044509088,0.7190846747229417,0.0682095006090134,0.6508751741139283,0.6508751741139283,0.084918449289514,0.9183922046285018,0.0682095006090134,0.07493512058455074,0.0820745000964962,0.052255199872888625,0.0,11.0,3451,0.06725324633312303,7,rolling_5y
Logistic [balanced],Logistic,balanced,uncalibrated,selection validation,0.443890056022409,0.05768178071255593,0.06697612732095491,0.9017857142857143,0.12469135802469136,0.6086195423623375,4.547228044509088,0.7190846747229417,0.0682095006090134,0.6508751741139283,0.6508751741139283,0.084918449289514,0.9183922046285018,0.0682095006090134,0.07493512058455074,0.06854850001400337,0.0453123000334017,0.0,11.0,3451,0.06725324633312303,7,rolling_5y
Gradient boosting [unweighted] [sigmoid],Gradient boosting,unweighted,sigmoid,calibration,0.43894432773109243,0.05758807721853428,0.03611738148984198,0.14285714285714285,0.05765765765765766,0.07069084296680248,0.2798723414717074,0.07360030017859887,0.0682095006090134,0.005390799569585464,0.005390799569585464,0.08299727973968886,0.2697929354445798,0.0682095006090134,0.09955143236197327,4.10377910011448,0.6089005999965593,0.13593029993353412,,3451,0.06725324633312303,7,rolling_5y
Random forest [balanced] [sigmoid],Random forest,balanced,sigmoid,calibration,0.42082166199813253,0.05690685330398622,0.03773584905660377,0.125,0.057971014492753624,0.06850083264943771,0.2952835045872388,0.06545878881870114,0.0682095006090134,-0.002750711790312263,0.002750711790312263,0.09254100101441601,0.2259439707673569,0.0682095006090134,0.07858286859319341,15.610306700051297,2.5335688000777736,1.0435372999636456,,3451,0.06725324633312303,7,rolling_5y
MLP [balanced],MLP,balanced,uncalibrated,selection validation,0.4387196545284781,0.05590789935431918,0.04967320261437908,0.3392857142857143,0.08665906499429875,0.433250157661359,5.474660393274256,0.610312371936588,0.0682095006090134,0.5421028713275746,0.5421028713275746,0.680878658134044,0.4658952496954933,0.0682095006090134,0.11974336834023673,15.205406100023538,0.7134012999595143,0.0,,3451,0.06725324633312303,7,rolling_5y
Random forest [unweighted] [sigmoid],Random forest,unweighted,sigmoid,calibration,0.42477532679738556,0.05550454597173316,0.01675977653631285,0.08035714285714286,0.02773497688751926,0.06658103883133933,0.2723053001330187,0.06565181021654921,0.0682095006090134,-0.0025576903924641875,0.0025576903924641875,0.09426362389282374,0.3270401948842874,0.0682095006090134,0.07688197535971684,15.794605999952182,2.5505922000156716,1.0652500000433065,,3451,0.06725324633312303,7,rolling_5y
Fuzzy Choquet neural network [balanced],Fuzzy Choquet neural network,balanced,uncalibrated,selection validation,0.41813725490196074,0.053781381651983304,0.03571428571428571,0.16964285714285715,0.059006211180124224,0.06802261809245465,0.26826591524408117,0.08357641132888066,0.0682095006090134,0.01536691071986726,0.01536691071986726,0.10922596588680139,0.32399512789281365,0.0682095006090134,0.09553225704589687,34.58099840005161,9.464330599992536,0.0,154.0,3451,0.06725324633312303,7,rolling_5y
Fuzzy Choquet neural network [unweighted],Fuzzy Choquet neural network,unweighted,uncalibrated,selection validation,0.40984477124183005,0.05310838928991486,0.032915360501567396,0.1875,0.056,0.06812546377081537,0.26886319073654313,0.08337478419753636,0.0682095006090134,0.015165283588522954,0.015165283588522954,0.09650040541686984,0.38855054811205847,0.0682095006090134,0.0951380842889715,38.43277079996187,10.453172800014727,0.0,154.0,3451,0.06725324633312303,7,rolling_5y
