model,base model,class weight,probability calibration,evaluation_structure,Brier,Log loss,Mean predicted probability,Observed event prevalence,Calibration gap,Absolute calibration gap
Rolling prior probability,Rolling prior probability,not applicable,uncalibrated,rolling_5y,0.048559826781795046,0.2063748019643346,0.04777302322329761,0.05054811205846529,-0.00277508883516768,0.00277508883516768
Gradient boosting [unweighted] [sigmoid],Gradient boosting,unweighted,sigmoid,rolling_5y,0.0485999770318625,0.2051590590706465,0.040664246006182236,0.05054811205846529,-0.009883866052283051,0.009883866052283051
Choquistic model aggregator [balanced],Choquistic model aggregator,balanced,uncalibrated,rolling_5y,0.2788368310219045,0.8807433839397719,0.42548543505088465,0.05054811205846529,0.3749373229924194,0.3749373229924194
Choquistic 2-additive [balanced] [sigmoid],Choquistic 2-additive,balanced,sigmoid,rolling_5y,0.048571599152677475,0.20983443055208423,0.04579372610390323,0.05054811205846529,-0.004754385954562054,0.004754385954562054
Gradient boosting [balanced] [sigmoid],Gradient boosting,balanced,sigmoid,rolling_5y,0.048795104517606026,0.20940889952022068,0.04065213026192819,0.05054811205846529,-0.009895981796537098,0.009895981796537098
Penalized logistic [balanced],Penalized logistic,balanced,uncalibrated,rolling_5y,0.470121379241461,2.7728720635235096,0.6185360722363805,0.05054811205846529,0.5679879601779152,0.5679879601779152
Rolling prior probability [sigmoid],Rolling prior probability,not applicable,sigmoid,rolling_5y,0.048535022736607716,0.2075881468692413,0.04811746286908892,0.05054811205846529,-0.0024306491893763688,0.0024306491893763688
Penalized logistic [unweighted],Penalized logistic,unweighted,uncalibrated,rolling_5y,0.33831441389329653,2.7222668890480852,0.35829369006230205,0.05054811205846529,0.3077455780038368,0.3077455780038368
Choquistic model aggregator [unweighted] [sigmoid],Choquistic model aggregator,unweighted,sigmoid,rolling_5y,0.04893085076461872,0.22206788742947842,0.0427763998094876,0.05054811205846529,-0.007771712248977686,0.007771712248977686
Logistic oriented [unweighted],Logistic oriented,unweighted,uncalibrated,rolling_5y,0.3830110739605606,6.001647398362544,0.4178357738185344,0.05054811205846529,0.3672876617600691,0.3672876617600691
Logistic [unweighted],Logistic,unweighted,uncalibrated,rolling_5y,0.3830110739605606,6.001647398362544,0.4178357738185344,0.05054811205846529,0.3672876617600691,0.3672876617600691
Choquistic model aggregator [unweighted],Choquistic model aggregator,unweighted,uncalibrated,rolling_5y,0.28026245061697463,0.8734740042921987,0.3133213088165426,0.05054811205846529,0.2627731967580773,0.2627731967580773
Logistic [balanced],Logistic,balanced,uncalibrated,rolling_5y,0.5893447008118914,6.866323748587549,0.6782490357844957,0.05054811205846529,0.6277009237260304,0.6277009237260304
Logistic oriented [balanced],Logistic oriented,balanced,uncalibrated,rolling_5y,0.5893447008118914,6.866323748587549,0.6782490357844957,0.05054811205846529,0.6277009237260304,0.6277009237260304
